chinese,count,korean,english
役男,29,사역남,a servile man
團團,29,뱅글뱅글,round and round
產業鏈,29,산업 체인,industrial chain
側翼,29,측면,flank
福利,28,복지,Welfare
稅,28,세금,tax
蘇納克,28,농민,Farmers
立院,28,어린이,Children
美台,28,미국-타이완,U.S. and Taiwan
商品,28,상품,Commodities
轉型,28,변혁,transformation
創業,28,창업하다,start a business
通訊,28,통신하다,Communications
選區,28,선거구,constituency
現金,28,어선,fishing boat
成員國,28,회원국,Member States
猴痘,28,,
理想,28,이상,ideal
米歇爾,28,육매,land-based media
聯電,28,연결 전보,electrical connection
烏俄戰爭,28,러시아-러시아 전쟁,Russo-Ukrainian War of 1915
能量,28,에너지,energy
小區,28,,
澤連斯,28,,
兵,27,병기,soldier
雙標,27,쌍표,double standard
宣告,27,선언하다,declare
海峽,27,해협,Straits (disambiguation)
小孩,27,어린이,child
校園,27,캠퍼스,Campus (disambiguation)
火化,27,,
落地,27,러시아군,Russian military
盟國,27,동맹국,Allies (United States)
俄方,27,러시아측,Russian side
農委會,27,농업위원회,Committee on Agriculture
學家,27,학자,scholar
造勢,27,항공권,Air tickets
瑞典,27,스웨덴이,Sweden
不容,27,용납하지 않다,not acceptable
變數,27,변수,variable
警戒,27,경계하다,be on the alert
中國國家衛健委,27,,
空域,27,공역,airspace
兵團,27,,
局面,27,국면,situation
彈道,27,탄도,Ballistic trajectory
趙春山,27,자오춘산,Chao Chun Shan (disambiguation)
心情,27,마음,mood
民主化,27,길을 떠나다,set out on the road
農產品,27,농산물,Agricultural products
常態,27,평소의 상태,normality
世衛,27,,
機器,27,베이징시,Beijing Municipality
血,27,피,blood
軟體,27,소프트웨어,Software (software)
財富,27,부,Wealth (disambiguation)
車輛,27,차량,Vehicles
道德,27,도덕,Morality
自衛隊,27,자위대,Self-Defense Forces
盟邦,27,맹방,allies
林飛帆,26,린페이판,Lin Fei-fan (disambiguation)
社交,26,사교,socializing
交代,26,노동자,Workers
衛健委,26,,
機票,26,항공권,Air tickets
航線,26,항로,air route
溝通,26,소통하다.,Communication
陸軍,26,육군,Army (United States)
內政部,26,내무부,Ministry of the Interior
曾銘宗,26,증 명종,Zeng Mingzong (disambiguation)
霸權,26,패권,Hegemony (disambiguation)
西藏,26,스키를 타다.,Skiing
亞太,26,아시아 태평양,Asia-Pacific region
共機,26,공중기,co-operation
美國國會,26,미국 의회,U.S. Congress
哈薩克,26,카자흐,Republic of Kazakhstan
碩士,26,타이둥,Taitung (disambiguation)
旗下,26,산하,flag
局長,26,국장,Director-General
中國民眾,26,중국 민중,Category: People of China
本質,26,본질,essence
親友,26,친척과 친구,relatives and friends
通話,26,통화하다.,talk on the phone
面會,26,면회하다,a face-to-face meeting
強權,26,강권,a powerful power
裝備,26,장비,Equipment
證據,26,증거,Evidence
合約,26,계약,contract
東海,26,동해,East China Sea
凌濤,25,능도,rough seas
徐定禎,25,서정정,Xu Dingzheng (disambiguation)
強度,25,중국 자본,Chinese capital
受害者,25,피해자,Victims
大樓,25,전대,Taiwan as a whole
航點,25,운항 노선,destination
層級,25,층계,hierarchical
彈性,25,기록 보관소,Files
產量,25,생산량,Production capacity
林伯豐,25,,
補貼,25,보조금,Subsidies
定義,25,정의,Definitions
唾液,25,,
陸生,25,육생,terrestrial
地鐵,25,,
感染率,25,,
群組,25,그룹,group
柯建銘,25,커젠밍,Ke Jianming (disambiguation)
基因,25,유전자,Genetics (genetics)
陸媒,25,육매,land-based media
試劑,25,시약,reagent
獎金,25,,
風暴,25,폭풍,Storm (disambiguation)
暴力,25,폭력,Violence against women
場邊,25,중국군,Chinese military
規格,25,규격,Specifications
醫護人員,25,,
方艙,25,,
儀式,25,의식,ceremony
國籍,25,입원하다.,be hospitalized
環球,25,세계 각지,the world
購物,25,쇼핑,Shopping
商務,25,보험,insurance
消失,25,사라지다.,disappear
舞台,24,무대,stage
祖國,24,조국,one's country
悼念,24,애도하다,pay one's respects
浙江,24,절차,flow
航空公司,24,조심하다.,Careful.
限度,24,한도,limit
狗,24,개,dog
立陶宛,24,리투아니아,Republic of Lithuania
站台,24,플랫폼,platform
關切,24,친절하다,concern
縣府,24,현청,prefectural government
大力,24,힘껏,vigorously
中國會,24,중산,Nakayama (disambiguation)
核子,24,핵,nucleon
兒子,24,동네,community
海域,24,해역,sea area
乙管,24,,
山西,24,,
答案,24,답안,Answer
危害,24,해롭다,harm
基輔,24,키예프,kiev
塔吉克,24,타지크,Republic of Tajikistan
農,24,농사짓다,agriculture
中國國家衛生,24,,
熱情,24,열정적이다.,enthusiasm
掌權,24,권력을 잡다,come to power
主軸,24,주축,spindle
時段,24,,
電信,24,전신,Telecommunications
會晤,24,만나다,Meetings
藥局,24,,
爭議,24,쟁의,controversy
事項,24,윈린현,Yunlin County
氣氛,24,분위기,atmosphere
牌,24,패,card
設施,24,시설,Facilities
殯儀館,24,,
變局,24,폭로하다,break the news
捷克,24,체코,Czech Republic
曼谷,24,환자,patient
收益,24,수익금,Earnings
營業額,24,매상고,turnover
太空,24,우주,space
全球化,23,세계화,Globalization
美商,23,미국 상인,American businessman
非洲,23,아프리카,Africa (continued)
記,23,중화인민공화국의 위생,Health in the People's Republic of China
謠言,23,헛소문,rumour
航艦,23,항함,an airship
遊戲,23,게임,game
利空,23,아들,My son.
手法,23,수법,trick
效率,23,능률,efficiency
原廠,23,,
動能,23,운항 노선,destination
密集,23,밀집하다.,dense
接班人,23,후계자,successor
病,23,병,disease
國產,23,국산,Domestic production
呼吸衰竭,23,,
生效,23,효력이 발생하다,Entry into force
純益,23,순익,net benefit
登機,23,,
市政府,23,시청,municipal government
抗爭,23,항쟁하다,protest
藉口,23,핑계,excuse
性別,23,성별,Sex (disambiguation)
安保,23,안보,Security
私下,23,의사,Doctor of Medicine
乙,23,,
服役,23,패널,panel
主因,23,주원인,principal cause
碼頭,23,세계보건기구,World Health Organization
生技,23,생기,skill
酚,23,,
大白,23,,
聯合,22,구수정,Qiu Tsing-cheng (disambiguation)
底線,22,마지노선,bottom line
亞利桑那州,22,애리조나 주,State of Arizona
模型,22,모형,model
栗,22,장샤오옌,Jiang Hsiao-yan (disambiguation)
第一波,22,제1의 물결,first wave
王品,22,,
影音,22,영상음,audiovisual recordings
政客,22,정객,Politicians
大廠,22,대형 공장,a large factory
建築,22,건축물,Architecture
風格,22,뤄이쥔,Luo Yijun (disambiguation)
辦公,22,사무를 보다,Offices
課程,22,교과 과정,Courses
整理,22,정리하다.,arrange
友誼,22,우의,Friendship
公報,22,코뮈니케,official communiqué
封鎖,22,봉쇄하다,block
新聞台,22,,
三星,22,삼성,Samsung Electronics
強力,22,강력하다,strong
身份,22,감염되다,be infected with an epidemic
王國,22,왕국,Kingdom of France
費城,22,필라델피아,City of Philadelphia
變異,22,변이,variation
哲家,22,철가,philosopher
人馬,22,인마,people and horses
輿論,22,여론,public opinion
學人,22,학인,a man of learning
作品,22,작품,Works
北大西洋,22,북대서양,North Atlantic Ocean
汪小菲,22,,
財政部,22,재무부,Ministry of Finance
有線,22,유선,wired
抗病毒,22,,
公安,22,공안,Public security
阮富仲,22,응우옌푸쫑,Nguyen Phu Chung (disambiguation)
國內外,22,변종,Variant species
損失,22,손실,Losses
鈕則勳,22,,
同學,22,동창,classmates
私人,22,만성병,Chronic diseases
鄭寶清,22,정보청,Zheng Baoqing (disambiguation)
商場,22,,
合格,22,합격하다.,be qualified
網軍,22,내무부,Ministry of the Interior
極權,22,강권,totalitarian government
西班牙,21,수법,trick
國際組織,21,국제 기구,International organizations
浙江省,21,,
豬,21,강총연,Kang Cong-yeon (disambiguation)
布洛赫,21,,
網報,21,인터넷 신문,Web-based newsletter
穿著,21,옷차림,wear
修正案,21,수정안,Amendments
晶圓廠,21,장외,the edge of a field
氛圍,21,분위기,atmosphere
李希,21,이희,Rich
命運,21,운명,Fate (disambiguation)
林楚茵,21,린추인,Lin Chu-in (disambiguation)
祝福,21,축복하다,Blessings
訪團,21,방문단,a visiting delegation
種族,21,착지하다,land on the ground
物流,21,물류,Logistics
康,21,건강하다,health
老百姓,21,학위,Degrees
江永,21,,
農村,21,농촌,Rural
吳怡農,21,광저우,Canton (disambiguation)
流行病,21,유행병,Epidemic diseases
大事,21,푸틴,Putting
現身,21,나타나다,show one's face
聯盟,21,연맹,Federation
民航局,21,민항국,Civil Aviation Authority
謊言,21,거짓말,lie
騰訊,21,텐센트,Tencent (disambiguation)
時代力量,21,시대적 역량,The Power of the Times
大哥,21,,
黨國,21,,
軍售,21,군납 판매,arms sales
貓,21,고양이,Cat (disambiguation)
財經,21,육생,terrestrial
分支,21,,
免疫力,21,,
缺席,21,결석입니다.,Absenteeism
母親,21,장소,place
必要措施,21,성도,Chengdu Province
進場,21,항공사,Airlines (disambiguation)
公車,21,,
社論,21,사설,Editorial articles
陽,21,양,positive
勇氣,21,용기,courage
經商,21,장사하다,do business
信息,21,정보,Information
幹事,21,간사,Officer
抗原,21,,
藝人,21,연예인,entertainer
衛星,21,위성,satellites
致死率,21,,
主政,20,린잉멍,Lin Ying Meng (disambiguation)
沙烏地,20,사우디아라비아,Saudis (disambiguation)
新鮮,20,,
女,20,,
貸款,20,대출하다.,Loans
金正恩,20,김정은,Kim Jong-un of the People's Republic of Korea
朝野,20,조정과 재야,ruling and opposition parties
人性,20,인간성,Human nature
戰術,20,전술,Tactical tactics
牆,20,담,wall
條文,20,가족,Family members
前例,20,증 명종,Zeng Mingzong (disambiguation)
高點,20,고점,high point
胺,20,,
理,20,이치,reason
記錄,20,기록하다,record
黨派,20,보건국,Department of Health
旅館,20,여관,Hotel accommodation
業界,20,업계,trade
眼,20,계약,contract
藍綠,20,청록색,blue-green
唐鳳,20,당봉,Chinese phoenix
電力,20,전력,Electricity
人人,20,사람마다,every man
時程,20,시기,the course of time
低點,20,상무,Commercial activities
楊丞琳,20,,
周志浩,20,,
病患,20,,
國土,20,출국하다,leave the country
湖南,20,후난 성,Hunan Province
災,20,재해,disaster
蔡壁,20,채벽,Cai Pei (disambiguation)
關稅,20,관세,Customs duties
國泰,20,항함,an airship
迪士尼,20,,
魏,20,위,Wai (disambiguation)
通路,20,왕후닝,Wang Huning (disambiguation)
名嘴,20,유명 인사,a well-known mouth
室外,20,,
議員候,20,의원 대기실,Member of Parliament
全都,20,모조리,All of them.
哥倫比亞,20,콜롬비아,Colombia national football team
吳怡,20,오이,Wu Yi (disambiguation)
吳,20,딩쉐샹,Ding Xuexiang (disambiguation)
全員,20,,
兄弟,20,형제,Brother.
對話,20,대화,Dialogue between the two countries
蔡培慧,20,,
龍頭,20,용두,tap
財,20,재물,wealth
成分,20,성분,ingredient
配方,20,,
天下,20,천하,the whole world
雙價,20,,
機動,20,융통성이 있는,maneuver
農民,20,코즈언,Kozyn (disambiguation)
對策,20,사망률,Mortality rate
國境,20,국경,border
機密,20,유아,young children
大臣,19,대신,Minister of State
日本首相,19,일본의 총리,Prime Minister of Japan
國旗,19,국기,Flag of the People's Republic of China
框架,19,틀,Frameworks
火災,19,화재,fire
人會,19,사람회,person
龔明鑫,19,공밍신,Gong Mingxin (disambiguation)
國際法,19,국제법,International law
蘭州,19,,
政經,19,정경,politics and economics
病情,19,,
好事,19,좋은 일,a good thing
證券,19,증권,Securities
食物,19,음식,Food
大戰,19,대전,Great war
松山,19,송산,Matsuyama Corporation
兒,19,아들,son
召集人,19,소집인,convener
宣傳,19,홍보하다,Publicity
潛艦,19,잠수함,Submarine (ship)
效力,19,힘쓰다,effectiveness
熱議,19,열론,hotly debated
梅洛,19,멜로,Mello (disambiguation)
劉德音,19,유덕음,Lau Te-yin (disambiguation)
浪費,19,낭비하다.,waste
階層,19,환자,patient
書面,19,서면,in writing
口中,19,입속,in one's mouth
蔡奇,19,채기,Caiqi (disambiguation)
毛利率,19,총이익률,gross margin
武統,19,무통,martial arts
持平,19,평준화하다,be even
喉嚨,19,,
隔天,19,하루 걸러,the next day
緋聞,19,,
父母,19,부모,parents
會長,19,회장,President
邦交,19,국교,diplomatic relations
歐元,19,유로,Euro (United States dollars)
林耕仁,19,임경인,forest cultivator
參議員,19,참의원,U.S. Senators
疫,19,,
捷運,19,,
感情,19,감정,Emotions
高通,19,퀄컴,Qualcomm (company)
公職,19,공직,Public office
違紀,19,,
貨櫃,19,타이완 국,Republic of Taiwan
榮格,19,,
小笠,19,,
部位,19,부위,part
離場,19,자리를 뜨다,leave the scene
孟晚舟,19,멍완저우,Meng Wanzhou (disambiguation)
文攻武,19,사서함,mailbox
公正,19,공정하다,impartiality
羅致政,19,뤄즈정,Law Chi-jeong (disambiguation)
實驗室,19,실험실,laboratory
沈慧虹,19,심혜홍,Shen Huihong (disambiguation)
寧波,19,,
體溫,19,,
司機,19,,
德塞,18,,
故宮,18,고궁,Imperial Palace (disambiguation)
主導,18,주도하다,take the lead
駐台,18,대만에 주둔하다,be stationed in Taiwan
場,18,장,field
化工,18,화학공업,Chemical industry
波及,18,하원 의원,U.S. House of Representatives
理論,18,이론,Theories
海關,18,세관,Customs and Excise Department
友台,18,요우타이,Youtai (disambiguation)
石斑魚,18,우럭,grouper
增幅,18,증폭,increase
深度,18,깊이,depth
台軍,18,대만 군대,Taiwanese military
名義,18,명목,nominal
陷阱,18,함정,trap
職位,18,직위,Position(s)
生物,18,생물,living things
藥師,18,,
美歐,18,미국과 유럽,United States and Europe
局部,18,국부,local
民心,18,오나라,Kingdom of Uzbekistan
衛福,18,위복,Weifu (disambiguation)
床位,18,,
山區,18,,
鐘,18,시계,clock
徐千晴,18,,
電池,18,배터리다,Battery
作,18,과일,fruit
刀,18,칼,knife
電動,18,전동,Electricity
教學,18,가르치다,Teaching
謝謝,18,감사합니다.,Thank you.
曾俊傑,18,,
高官,18,고관,a high-ranking official
客觀,18,객관적이다,objective
交貨,18,납품,delivery
期限,18,영수증을 끊다,open a ballot
標題,18,제목,Headings
